sex,age,educ,income,religion,sg1,sg9,sc1,sc7b,pi1,pm3,vp1,vdn1b,pid1,med1
1,38.0,9,2,4,2,2,4,0,4,3,2,SP,1,29
1,26.0,9,0,1,2,1,7,0,2,2,2,SVP,1,28
2,37.0,7,3,4,2,2,2,0,4,3,2,CVP,2,28
2,69.0,9,4,1,2,2,8,0,4,1,2,SVP,2,28
1,37.0,5,5,2,2,1,7,0,4,3,2,SP,1,28
2,48.0,9,2,2,2,2,2,0,4,3,2,SVP,1,28
1,54.0,5,1,4,2,2,7,0,2,3,2,CVP,1,28
2,39.0,9,5,4,2,2,7,0,2,1,2,EVP,2,28
2,51.0,9,3,4,2,1,2,0,2,4,2,SP,2,29
1,63.0,3,2,1,2,1,8,0,2,3,2,CVP,2,27
1,61.0,9,3,4,2,2,4,0,2,3,2,SVP,1,28
1,78.0,3,4,4,2,1,8,0,4,4,2,FDP,1,29
1,25.0,9,4,1,2,1,2,0,2,3,2,SP,2,28
1,39.0,9,0,2,2,1,7,0,2,3,2,SVP,1,2
1,46.0,4,4,4,2,2,7,0,3,4,2,SP,2,28
2,53.0,9,5,1,2,1,2,0,4,2,2,SVP,1,28
1,31.0,5,5,1,2,2,2,0,4,3,2,SVP,2,28
2,41.0,9,2,4,2,2,1,0,2,2,2,SVP,2,28
1,54.0,2,4,4,2,1,2,0,2,2,2,SVP,2,28
1,72.0,9,4,1,2,2,8,0,4,3,2,SP,2,28
2,63.0,9,5,1,2,2,8,0,4,2,2,CVP,1,28
2,30.0,9,1,4,2,1,2,0,2,4,2,SVP,1,28
1,46.0,6,1,1,2,1,4,0,2,4,2,CVP,1,28
2,62.0,6,1,2,2,1,6,0,4,4,2,SVP,1,28
2,35.0,8,0,1,2,1,2,0,4,2,2,SVP,2,28
2,58.0,5,3,2,2,1,2,0,2,4,2,SVP,2,28
1,45.0,5,0,1,2,2,7,0,2,4,2,SP,2,28
2,83.0,5,0,1,2,1,2,0,4,4,2,CVP,2,28
1,32.0,9,5,4,2,1,4,0,2,4,2,SP,1,28
1,59.0,9,4,1,2,2,7,0,2,1,2,SP,1,28
2,28.0,5,5,2,2,1,9,0,3,2,2,SVP,1,29
2,72.0,9,4,4,2,1,8,0,2,2,2,FDP,2,28
2,39.0,5,3,1,2,1,2,0,4,2,2,CVP,2,28
2,43.0,9,5,2,2,1,2,0,2,2,2,SVP,1,28
2,36.0,8,0,1,2,2,2,0,2,1,2,SP,2,28
2,26.0,7,4,1,2,2,9,0,4,3,2,CVP,2,29
2,64.0,7,3,1,2,2,7,0,4,2,2,SVP,1,27
2,62.0,9,4,4,2,2,2,0,4,3,2,SVP,2,29
1,71.0,1,4,1,2,1,1,0,3,4,2,CVP,1,28
1,47.0,3,2,1,2,2,4,0,2,4,2,SVP,2,29
2,68.0,9,1,1,2,1,8,0,2,1,2,CVP,1,28
2,44.0,9,5,4,2,2,2,0,4,4,2,SP,2,29
1,55.0,9,1,3,2,2,2,0,2,3,2,SP,1,28
1,62.0,9,1,4,2,1,4,0,2,3,2,SVP,1,28
2,36.0,7,5,2,2,2,2,0,2,4,2,SP,2,29
2,28.0,9,5,4,2,2,2,0,3,3,2,SP,2,28
1,28.0,4,5,1,2,1,2,0,3,3,2,CVP,1,8
2,69.0,9,1,1,2,1,8,0,4,2,2,CVP,2,28
2,48.0,9,1,2,2,1,2,0,4,2,2,SP,1,28
1,47.0,3,3,1,2,1,7,0,4,4,2,SP,1,28
2,55.0,8,0,4,2,1,2,0,2,3,2,SVP,2,28
1,42.0,9,1,1,2,2,2,0,2,3,2,CVP,1,28
1,52.0,9,1,4,2,1,2,0,2,4,2,SP,2,28
1,37.0,3,5,1,2,1,7,0,2,3,2,SP,2,28
1,36.0,9,2,1,2,1,4,0,3,3,2,SVP,2,26
1,68.0,7,2,1,2,2,7,0,4,3,2,SVP,2,23
2,46.0,5,3,4,2,2,2,0,4,2,2,SVP,2,29
1,59.0,9,2,1,2,1,8,0,4,3,2,CVP,2,23
2,70.0,9,1,1,2,2,8,0,2,4,2,SVP,2,23
2,36.0,7,0,2,2,2,2,0,2,4,2,FDP,1,27
1,25.0,9,5,4,2,2,7,0,2,2,2,SVP,1,28
1,42.0,3,5,4,2,1,7,0,2,2,2,SVP,2,28
1,42.0,9,2,4,2,2,4,0,2,2,2,CVP,1,23
1,27.0,5,3,2,2,2,2,0,2,1,2,SVP,1,28
2,68.0,9,1,3,2,1,2,0,2,3,2,CVP,2,23
1,35.0,9,5,1,2,1,4,0,4,4,2,CVP,2,23
1,62.0,7,3,4,2,2,7,0,2,3,2,FDP,1,23
2,34.0,9,1,2,2,1,2,0,3,3,2,SVP,1,23
1,33.0,9,0,4,2,1,2,0,2,3,2,SVP,1,28
2,62.0,9,1,2,2,2,9,0,2,1,2,SVP,1,28
2,27.0,9,1,2,2,2,2,0,4,1,2,SVP,2,23
1,55.0,2,5,1,2,1,7,0,2,3,2,SVP,2,23
1,58.0,5,1,4,2,1,4,0,2,2,2,SVP,2,23
2,87.0,7,2,2,2,2,8,0,2,0,2,SVP,1,28
2,61.0,9,5,2,2,1,6,0,2,3,2,SVP,2,23
2,57.0,9,1,4,2,2,2,0,4,3,2,SVP,2,23
1,60.0,5,1,2,2,2,7,0,2,3,2,SP,2,26
1,37.0,9,0,1,2,1,7,0,2,2,2,FDP,2,23
2,48.0,8,5,1,2,1,2,0,2,3,2,SVP,2,23
2,80.0,9,1,4,2,1,8,0,2,2,2,SP,1,23
2,72.0,3,3,3,2,2,8,0,2,3,2,SP,2,23
1,55.0,1,2,4,2,1,4,0,4,1,2,CVP,1,23
1,33.0,9,1,1,2,2,4,0,1,1,2,SVP,1,23
2,46.0,9,0,1,2,1,2,0,4,4,2,SP,2,29
2,58.0,9,2,4,2,2,2,0,2,2,2,SVP,2,23
2,55.0,5,3,4,2,2,2,0,4,4,2,SVP,2,28
2,46.0,5,0,2,2,1,2,0,4,4,2,SP,2,29
2,42.0,5,5,4,2,2,2,0,2,3,2,FDP,1,27
2,62.0,5,3,1,2,1,2,0,2,2,2,FDP,2,29
2,39.0,9,0,2,2,1,2,0,2,2,2,CVP,1,28
1,50.0,9,1,4,2,2,2,0,2,1,2,SVP,1,23
1,62.0,9,2,1,2,1,4,0,4,3,2,SVP,1,28
2,55.0,9,0,4,2,2,7,0,2,3,2,SP,2,23
1,70.0,1,2,1,2,1,8,0,4,4,2,SP,1,23
1,60.0,2,4,1,2,2,7,0,2,2,2,SP,1,23
1,73.0,3,4,4,2,2,8,0,4,3,2,FDP,2,23
2,30.0,4,2,4,2,1,5,0,2,3,2,SP,1,27
2,70.0,9,5,4,2,1,8,0,4,3,2,SVP,2,23
1,77.0,9,1,3,2,2,8,0,2,4,2,SP,2,28
2,51.0,9,0,1,2,2,2,0,4,3,2,SVP,2,27
1,77.0,9,2,3,2,2,8,0,2,2,2,SP,1,23
2,42.0,8,2,3,2,1,2,0,4,3,2,SVP,2,23
2,60.0,5,3,1,2,2,2,0,2,2,2,CVP,2,23
2,66.0,9,5,4,2,2,8,0,2,2,2,SP,2,23
1,39.0,5,3,2,2,2,2,0,4,3,2,FDP,2,29
2,82.0,9,2,4,2,2,8,0,4,2,2,SP,1,23
1,27.0,8,1,2,2,1,2,0,2,4,2,SP,1,28
2,36.0,5,0,1,2,1,2,0,2,3,2,SP,2,29
1,46.0,9,0,1,2,1,4,0,2,3,2,CVP,1,23
1,49.0,5,0,3,2,1,5,0,2,4,2,SP,1,29
2,39.0,8,5,1,2,1,2,0,4,3,2,CVP,2,23
2,59.0,9,3,1,2,1,2,0,4,2,2,CVP,2,23
2,82.0,9,4,4,2,1,8,0,4,3,2,SP,2,28
1,58.0,9,2,1,2,2,4,0,3,1,2,SVP,1,23
1,66.0,3,1,4,2,2,8,0,2,2,2,FDP,1,29
1,56.0,9,1,4,2,2,7,0,3,3,2,SVP,1,23
1,51.0,5,5,1,2,2,2,0,2,3,2,FDP,2,29
2,52.0,9,1,4,2,1,7,0,2,3,2,SP,2,23
1,83.0,2,2,4,2,2,8,0,2,4,2,FDP,1,28
2,44.0,7,3,4,2,2,2,0,4,2,2,SVP,2,27
1,88.0,2,4,4,2,2,8,0,2,2,2,FDP,1,23
1,31.0,9,3,1,2,2,7,0,3,3,2,CVP,2,23
1,44.0,8,3,1,2,2,2,0,2,2,2,SP,1,23
1,71.0,9,1,3,2,2,8,0,2,2,2,SVP,2,23
1,36.0,9,0,3,2,1,2,0,2,3,2,SVP,2,28
2,51.0,3,3,1,2,2,2,0,2,4,2,SP,1,23
1,71.0,2,2,1,2,1,8,0,2,1,2,CVP,2,23
1,82.0,6,3,3,2,2,8,0,2,2,2,FDP,1,28
2,79.0,9,5,4,2,2,1,0,3,3,2,SP,1,23
2,48.0,9,5,4,2,2,7,0,4,2,2,FDP,2,23
2,65.0,9,2,4,2,1,2,0,4,1,2,SVP,2,28
2,40.0,7,0,2,2,2,2,0,2,3,2,SP,2,27
2,33.0,9,5,4,2,2,2,0,2,3,2,SVP,1,23
1,75.0,9,4,4,2,1,8,0,4,4,2,FDP,2,28
2,64.0,7,3,2,2,2,7,0,4,4,2,SP,2,27
2,52.0,3,3,1,2,2,2,0,2,2,2,SVP,1,23
2,58.0,1,1,1,2,2,2,0,2,2,2,SVP,2,23
2,67.0,9,4,1,2,1,8,0,2,2,2,FDP,2,23
2,46.0,7,3,1,2,1,2,0,4,2,2,CVP,2,23
2,62.0,9,5,1,2,1,8,0,3,1,2,SVP,1,25
2,58.0,4,3,2,2,2,2,0,2,4,2,SP,1,29
2,24.0,4,2,4,2,1,5,0,3,3,2,CVP,1,23
2,59.0,9,2,2,2,2,8,0,2,1,2,SVP,1,23
2,40.0,8,5,4,2,2,2,0,2,3,2,SP,1,23
2,44.0,3,3,1,2,2,2,0,3,2,2,SVP,1,28
1,26.0,4,5,4,2,2,2,0,2,3,2,SP,1,29
2,21.0,4,3,4,2,2,5,0,2,1,2,CVP,1,28
2,61.0,7,3,2,2,2,2,0,4,4,2,SP,2,29
1,41.0,9,1,4,2,2,7,0,2,4,2,SP,1,29
1,51.0,9,4,1,2,1,2,0,3,3,2,FDP,1,28
2,38.0,7,0,1,2,2,7,0,4,3,2,SP,2,23
2,44.0,7,3,4,2,2,2,0,2,2,2,SVP,1,23
2,25.0,4,4,4,2,2,5,0,4,4,2,EVP,1,28
1,72.0,6,2,4,2,1,8,0,3,2,2,SVP,1,28
2,42.0,9,1,3,2,2,2,0,4,2,2,EVP,1,23
2,53.0,8,3,4,2,2,2,0,4,2,2,EVP,2,23
1,72.0,2,4,1,2,1,8,0,2,1,2,FDP,2,23
2,37.0,5,0,1,2,1,7,0,2,4,2,CVP,1,23
1,82.0,5,4,4,2,2,8,0,2,3,2,FDP,1,28
1,61.0,5,1,1,2,2,8,0,2,3,2,SVP,1,23
1,60.0,2,5,1,2,1,8,0,1,2,2,CVP,1,23
2,49.0,7,3,4,2,2,2,0,4,4,2,FDP,1,27
2,40.0,5,3,4,2,2,2,0,2,4,2,CVP,1,29
2,61.0,7,3,4,2,1,2,0,4,2,2,SP,2,27
1,61.0,4,1,4,2,2,8,0,2,3,2,FDP,2,23
2,80.0,2,4,1,2,1,8,0,2,0,2,SVP,1,20
1,20.0,4,0,4,2,1,2,0,2,2,2,SVP,1,23
2,82.0,2,1,4,2,2,8,0,4,1,2,SP,2,23
2,43.0,9,5,3,2,1,2,0,2,4,2,SP,1,28
2,57.0,3,3,1,2,1,2,0,2,2,2,FDP,2,23
2,75.0,9,1,4,2,1,8,0,3,2,2,SVP,2,28
1,62.0,9,5,4,2,2,2,0,4,3,2,SP,2,23
2,79.0,6,5,1,2,1,8,0,3,3,2,SP,2,26
1,44.0,2,1,1,2,2,7,0,3,4,2,SVP,1,23
2,49.0,9,1,2,2,1,2,0,3,4,2,CVP,1,23
1,69.0,9,4,4,2,1,8,0,3,3,2,SP,1,28
2,38.0,9,1,4,2,1,2,0,2,3,2,FDP,1,28
2,69.0,9,5,4,2,2,8,0,2,2,2,FDP,2,23
2,34.0,9,5,4,2,1,2,0,2,3,2,SP,1,23
2,83.0,7,0,4,2,2,8,0,4,3,2,SVP,2,27
1,71.0,9,2,3,2,1,4,0,4,2,2,SVP,2,23
2,42.0,4,5,2,2,2,2,0,2,0,2,SP,2,29
2,27.0,8,1,1,2,2,2,0,2,2,2,SVP,1,23
2,42.0,9,1,1,2,1,2,0,4,1,2,SVP,1,23
1,38.0,7,3,4,2,2,4,0,2,0,2,CVP,2,27
2,57.0,9,3,4,2,1,8,0,4,2,2,SVP,2,23
1,56.0,3,2,1,2,2,4,0,2,3,2,SVP,1,23
2,40.0,9,1,1,1,1,2,0,4,4,2,CVP,2,29
2,66.0,7,3,4,2,2,2,0,4,4,2,FDP,2,23
1,65.0,3,5,4,2,2,8,0,2,3,2,EVP,2,23
2,57.0,9,5,2,2,2,2,0,2,2,2,SVP,1,23
2,76.0,9,1,4,2,1,8,0,4,1,2,SP,1,28
1,42.0,9,2,1,2,1,7,0,2,1,2,SP,1,23
2,37.0,7,2,2,2,1,7,0,2,1,2,SP,1,28
2,33.0,7,3,1,2,2,2,0,2,2,2,CVP,2,23
1,30.0,9,5,1,2,1,2,0,2,3,2,CVP,1,23
2,57.0,9,1,1,2,1,2,0,2,4,2,SP,1,28
1,51.0,9,1,4,2,2,4,0,4,3,2,SVP,0,28
1,51.0,9,3,4,2,2,7,0,2,3,2,EVP,2,23
2,60.0,7,1,2,2,1,8,0,2,3,2,FDP,2,29
1,49.0,7,3,4,2,2,7,0,2,3,2,SP,2,26
1,32.0,4,0,4,2,2,7,0,2,3,2,SP,2,28
2,55.0,9,5,4,2,1,2,0,4,2,2,FDP,2,23
1,61.0,9,2,4,2,2,4,0,2,3,2,SVP,1,23
2,70.0,9,0,4,2,2,8,0,2,2,2,SVP,2,23
1,47.0,9,5,4,2,1,4,0,2,4,2,SP,2,29
1,76.0,2,4,4,2,2,8,0,3,2,2,EVP,1,23
2,75.0,8,1,1,2,2,8,0,4,2,2,SP,2,23
1,59.0,9,0,1,2,2,7,0,4,2,2,SP,1,23
2,45.0,9,1,4,2,2,2,0,2,4,2,SP,2,28
1,48.0,9,4,4,2,2,2,0,3,2,2,SVP,1,23
1,47.0,5,2,1,2,1,4,0,2,3,2,CVP,1,28
1,51.0,5,0,4,2,2,2,0,4,3,2,SP,1,23
1,52.0,4,5,4,2,2,7,0,4,2,2,SP,2,23
1,57.0,5,2,3,2,1,2,0,2,3,2,EVP,2,23
1,46.0,9,1,1,2,1,4,0,2,1,2,SVP,1,23
1,57.0,9,3,1,2,1,3,0,2,2,2,CVP,1,28
1,55.0,3,1,1,2,2,4,0,4,4,2,CVP,2,23
1,55.0,9,2,4,2,1,2,0,2,2,2,SVP,1,28
1,69.0,5,4,4,2,2,8,0,4,3,2,FDP,2,23
1,38.0,9,2,4,2,2,7,0,4,1,2,SP,2,28
1,46.0,9,3,4,2,2,4,0,2,2,2,FDP,1,23
2,57.0,9,0,4,2,2,2,0,4,3,2,SVP,2,2
2,49.0,9,5,2,2,1,2,0,3,2,2,FDP,2,23
2,28.0,9,1,1,2,1,2,0,2,3,2,SVP,2,25
1,45.0,9,1,1,2,1,9,0,2,3,2,SP,1,23
2,33.0,9,5,3,2,2,2,0,2,3,2,SP,1,23
2,52.0,9,3,1,2,1,2,0,2,3,2,SVP,1,23
2,52.0,5,3,2,2,2,2,0,4,2,2,SVP,2,27
2,46.0,9,3,1,2,2,2,0,2,3,2,SVP,2,28
1,55.0,4,5,2,2,2,2,0,2,3,2,SVP,1,29
2,32.0,4,0,1,2,2,5,0,4,4,2,SP,2,23
1,70.0,3,4,4,2,2,8,0,2,2,2,FDP,1,28
1,43.0,5,1,1,2,2,2,0,3,2,2,SP,2,28
2,73.0,9,5,4,2,2,8,0,4,2,2,FDP,2,23
1,51.0,9,3,4,2,2,4,0,2,2,2,SVP,1,23
1,67.0,8,4,1,2,2,8,0,4,2,2,FDP,1,28
2,53.0,9,0,1,2,1,2,0,2,2,2,SVP,2,28
2,45.0,8,0,1,2,1,2,0,2,3,2,CVP,1,28
2,75.0,9,4,1,2,1,8,0,2,1,2,SVP,1,25
2,58.0,7,1,4,2,1,9,0,3,2,2,FDP,2,23
1,30.0,9,5,1,2,2,4,0,2,2,2,SVP,1,23
1,66.0,9,2,1,2,2,8,0,4,3,2,FDP,2,28
2,46.0,4,0,1,2,2,7,0,2,2,2,SP,2,29
1,63.0,9,1,1,2,1,8,0,4,3,2,SP,2,23
1,45.0,9,3,3,2,2,7,0,2,2,2,EVP,2,23
1,48.0,9,3,1,2,1,7,0,2,4,2,CVP,2,23
1,48.0,9,5,2,2,1,7,0,4,1,2,FDP,2,23
2,40.0,9,2,1,2,1,9,0,3,1,2,SP,1,26
2,48.0,5,0,1,2,1,2,0,2,2,2,FDP,0,23
2,62.0,3,5,1,2,2,1,0,4,3,2,SVP,1,23
1,63.0,9,3,3,2,2,7,0,4,4,2,SVP,2,23
2,53.0,9,0,1,2,2,2,0,2,4,2,CVP,2,28
2,30.0,9,0,1,2,1,2,0,2,2,2,SVP,1,28
1,42.0,9,1,2,2,1,7,0,2,3,2,SP,1,28
2,19.0,2,2,2,2,1,5,0,3,4,2,SVP,1,2
1,52.0,9,1,4,2,1,7,0,4,3,2,SP,2,28
1,57.0,9,0,1,2,1,7,0,2,4,2,SP,2,23
2,65.0,9,1,1,2,1,8,0,2,3,2,SVP,2,23
2,68.0,8,1,4,2,2,7,0,3,4,2,SVP,1,23
2,62.0,8,5,4,2,2,2,0,2,2,2,SP,1,28
2,51.0,3,3,1,2,1,2,0,3,3,2,FDP,1,29
2,64.0,7,3,4,2,2,7,0,2,3,2,FDP,2,27
1,66.0,3,1,4,2,2,7,0,2,0,2,SP,2,23
2,76.0,8,4,1,2,2,8,0,4,3,2,CVP,2,28
2,53.0,9,5,1,2,2,2,0,2,3,2,SVP,1,23
1,45.0,9,3,1,2,1,7,0,3,1,2,SVP,1,23
1,79.0,4,2,2,2,2,8,0,3,2,2,SVP,2,27
2,68.0,5,1,1,2,1,8,0,3,3,2,SVP,2,28
2,49.0,7,5,4,2,2,2,0,2,2,2,FDP,2,23
2,70.0,9,2,4,2,2,8,0,4,2,2,SVP,2,28
2,37.0,9,5,3,2,1,2,0,2,3,2,SVP,1,23
2,41.0,7,3,4,2,2,2,0,2,2,2,SVP,1,23
2,41.0,9,5,4,2,2,2,0,2,3,2,SP,2,29
1,43.0,4,4,1,2,1,7,0,2,3,2,CVP,1,23
2,42.0,5,3,4,2,2,2,0,2,3,2,FDP,2,27
1,65.0,2,2,1,2,2,4,0,4,0,2,SVP,1,28
2,58.0,9,3,1,2,2,2,0,4,3,2,FDP,2,28
2,39.0,5,5,1,2,1,2,0,4,2,2,CVP,2,23
1,29.0,9,1,1,2,1,2,0,2,2,2,SVP,2,23
1,71.0,4,1,4,2,1,8,0,2,4,2,FDP,1,28
2,57.0,7,3,1,2,2,2,0,4,2,2,FDP,2,27
2,29.0,3,2,1,2,1,7,0,2,1,2,SVP,2,28
2,57.0,9,5,1,2,1,2,0,2,4,2,CVP,2,23
2,23.0,4,2,2,2,1,5,0,2,1,2,SP,1,29
1,71.0,6,4,4,2,1,8,0,3,0,2,SVP,1,28
2,59.0,5,3,4,2,2,2,0,2,4,2,SVP,2,23
2,57.0,9,0,4,2,2,2,0,2,3,2,SVP,2,23
2,41.0,9,0,1,2,1,2,0,4,3,2,SVP,2,28
2,39.0,8,0,3,2,1,2,0,2,2,2,SVP,2,23
1,45.0,5,3,1,2,2,2,0,4,4,2,SP,2,28
1,19.0,2,3,4,2,1,5,0,2,1,2,SVP,2,23
2,54.0,9,3,4,2,2,2,0,2,3,2,SP,2,23
2,44.0,9,3,1,2,1,2,0,3,2,2,SVP,2,23
1,60.0,4,2,4,2,2,4,0,4,2,2,FDP,1,23
2,39.0,7,0,4,2,2,7,0,2,4,2,SP,2,28
1,79.0,4,3,4,2,2,4,0,2,4,2,SVP,1,23
1,69.0,4,5,4,2,2,7,0,2,3,2,SVP,1,28
2,69.0,8,1,1,2,2,3,0,3,2,2,SVP,1,28
1,84.0,4,0,1,2,1,8,0,2,3,2,CVP,1,23
2,50.0,3,3,4,2,1,2,0,2,2,2,EVP,2,23
2,41.0,9,4,2,2,2,7,0,4,3,2,SP,1,29
2,72.0,0,2,0,2,2,0,0,4,0,2,SVP,2,23
1,57.0,9,3,1,2,1,7,0,3,3,2,FDP,1,23
1,71.0,5,0,1,2,2,8,0,2,2,2,CVP,1,23
2,68.0,9,5,4,2,2,8,0,2,2,2,SVP,2,23
1,60.0,9,5,4,2,2,7,0,2,4,2,FDP,2,23
2,80.0,9,4,4,2,2,8,0,2,4,2,FDP,2,29
2,48.0,8,3,1,2,1,2,0,4,4,2,FDP,1,23
1,60.0,7,3,1,2,1,7,0,4,4,2,SP,1,27
1,58.0,9,3,4,2,1,7,0,2,3,2,FDP,1,23
2,45.0,5,5,2,2,2,2,0,4,4,2,SP,1,23
1,77.0,0,2,3,2,1,8,0,2,2,2,SP,0,28
1,54.0,9,4,2,2,2,7,0,2,3,2,SP,2,23
1,83.0,9,4,4,2,1,8,0,2,3,2,EVP,1,28
1,39.0,9,4,4,2,2,2,0,2,3,2,SVP,2,26
1,31.0,9,4,4,2,1,3,0,2,2,2,SVP,2,28
1,70.0,4,0,4,2,1,8,0,2,3,2,FDP,2,23
2,52.0,9,2,2,2,2,3,0,2,3,2,SP,1,28
1,58.0,9,5,1,2,1,3,0,3,4,2,SVP,2,28
1,72.0,9,4,1,2,2,8,0,4,2,2,SVP,2,28
2,45.0,9,3,2,2,1,2,0,3,3,2,SVP,1,2
1,51.0,9,1,4,2,2,7,0,3,2,2,FDP,1,29
2,40.0,3,3,1,2,2,2,0,2,3,2,SVP,2,28
1,57.0,9,4,2,2,2,2,0,2,3,2,SP,1,28
1,34.0,8,4,2,2,1,7,0,2,3,2,SVP,1,28
1,81.0,3,4,4,2,2,1,0,3,1,2,SVP,1,23
1,60.0,5,1,4,2,2,2,0,2,3,2,FDP,2,23
2,69.0,5,4,1,2,1,8,0,2,3,2,CVP,2,25
2,59.0,4,3,4,2,2,2,0,4,3,2,SVP,1,28
2,59.0,9,4,1,2,1,7,0,2,1,2,SVP,1,23
2,62.0,5,1,1,2,2,8,0,2,2,2,CVP,2,23
2,49.0,9,5,4,2,1,2,0,2,3,2,SVP,2,23
1,66.0,5,1,4,2,2,7,0,2,4,2,FDP,2,27
1,61.0,9,3,4,2,2,8,0,4,2,2,SVP,1,28
1,44.0,9,3,1,2,2,2,0,2,3,2,SP,2,29
2,39.0,7,3,1,2,1,2,0,2,3,2,SP,1,29
2,80.0,3,4,4,2,2,8,0,4,2,2,SVP,2,23
1,47.0,9,2,1,2,1,7,0,2,2,2,SVP,1,23
1,48.0,5,2,4,2,2,7,0,3,2,2,SVP,2,23
2,43.0,8,1,1,2,2,2,0,2,2,2,SVP,1,23
1,83.0,4,1,4,2,1,8,0,2,2,2,FDP,1,23
1,62.0,9,5,2,2,1,7,0,4,4,2,SVP,2,28
2,75.0,5,3,2,2,2,8,0,4,0,2,SP,2,23
2,29.0,7,3,2,2,2,2,0,2,3,2,SVP,1,23
2,20.0,9,5,2,2,2,2,0,3,2,2,SVP,1,28
2,62.0,5,3,1,2,2,1,0,2,3,2,SP,2,27
1,42.0,9,5,4,2,2,7,0,3,2,2,SVP,1,23
2,36.0,8,0,1,2,2,2,0,2,3,2,CVP,2,28
2,73.0,7,2,1,2,2,8,0,4,3,2,FDP,2,27
2,50.0,7,3,1,2,1,2,0,4,0,2,CVP,2,27
2,76.0,7,1,4,2,2,8,0,4,3,2,SVP,2,28
1,93.0,7,1,2,2,2,8,0,4,0,2,SP,2,23
2,50.0,9,3,2,2,1,2,0,4,2,2,SVP,2,23
1,39.0,9,5,1,2,2,4,0,2,2,2,SVP,1,23
2,51.0,3,5,1,2,1,2,0,2,3,2,SVP,2,28
2,66.0,9,1,1,2,1,8,0,3,3,2,SP,1,23
2,44.0,5,0,4,2,2,2,0,4,1,2,FDP,2,23
1,55.0,3,3,1,2,2,7,0,2,3,2,SP,1,23
2,69.0,9,4,4,2,2,8,0,4,2,2,SVP,1,23
2,61.0,8,3,1,2,1,2,0,2,2,2,SVP,1,23
1,80.0,4,4,1,2,2,8,0,4,4,2,CVP,2,23
1,44.0,9,1,1,2,2,9,0,4,2,2,SVP,1,23
1,62.0,9,5,1,2,1,4,0,2,2,2,FDP,2,23
1,43.0,9,0,2,2,1,7,0,2,1,2,SVP,2,29
1,51.0,3,1,1,2,2,4,0,2,2,2,SVP,2,23
2,70.0,8,4,1,2,1,8,0,2,1,2,CVP,1,25
2,59.0,9,2,4,2,2,1,0,2,2,2,SP,2,23
1,35.0,5,5,4,2,1,2,0,4,3,2,SP,2,28
1,33.0,9,1,2,2,2,2,0,3,3,2,SP,1,29
2,68.0,5,5,1,2,1,8,0,4,1,2,SP,2,23
2,58.0,9,1,4,2,1,7,0,2,2,2,SVP,2,28
1,63.0,9,1,4,2,2,8,0,2,3,2,FDP,1,23
2,57.0,2,4,4,2,2,2,0,2,3,2,SVP,1,23
2,49.0,9,1,1,2,2,2,0,2,3,2,SVP,1,23
1,31.0,9,5,1,2,2,7,0,2,4,2,SP,1,23
1,43.0,7,3,4,2,1,7,0,2,2,2,FDP,1,23
1,63.0,9,2,1,2,2,8,0,4,0,2,CVP,2,29
1,35.0,3,5,4,2,2,2,0,2,4,2,SP,2,23
2,48.0,7,0,2,2,2,7,0,2,3,2,SVP,1,23
2,52.0,9,0,1,2,2,9,0,4,3,2,SP,2,29
1,51.0,2,5,1,2,1,7,0,3,2,2,SP,1,28
1,64.0,9,1,4,2,2,2,0,2,2,2,SVP,2,28
2,65.0,2,1,4,2,2,8,0,2,2,2,SVP,1,28
2,50.0,8,3,1,2,2,2,0,4,3,2,SVP,1,23
1,36.0,9,2,4,2,2,2,0,2,2,2,SVP,2,28
1,43.0,7,3,1,2,2,7,0,2,4,2,SP,1,27
1,59.0,9,4,3,2,2,2,0,2,3,2,SVP,1,23
2,80.0,5,1,4,2,2,8,0,2,3,2,SP,1,23
2,58.0,9,1,2,2,2,2,0,4,2,2,SVP,2,23
2,40.0,9,0,2,2,1,2,0,2,2,2,SP,2,29
1,77.0,3,5,3,2,2,8,0,2,3,2,FDP,2,23
1,54.0,4,3,4,2,2,1,0,2,2,2,EVP,2,23
1,42.0,5,3,4,2,1,2,0,2,2,2,SVP,2,15
2,82.0,9,1,1,2,1,8,0,4,4,2,SVP,2,28
1,60.0,9,3,1,2,2,4,0,4,3,2,SVP,2,23
1,62.0,2,4,3,2,2,4,0,2,2,2,EVP,1,28
2,23.0,9,2,2,2,1,5,0,2,4,2,SVP,1,28
2,29.0,7,1,1,2,2,2,0,4,4,2,FDP,1,28
2,23.0,9,1,1,2,1,2,0,2,4,2,FDP,2,23
2,35.0,9,5,1,2,1,2,0,4,3,2,SP,2,29
1,32.0,5,0,3,2,1,2,0,1,3,2,SP,1,29
2,72.0,6,4,4,2,2,8,0,2,2,2,SVP,1,23
2,90.0,9,5,1,2,1,8,0,4,3,2,CVP,2,27
1,44.0,9,3,4,2,1,7,0,2,2,2,FDP,2,28
2,26.0,9,2,4,2,1,2,0,2,2,2,SVP,1,2
1,40.0,9,0,2,2,1,7,0,2,2,2,EVP,2,29
2,51.0,9,0,3,2,2,2,0,3,3,2,EVP,1,23
2,49.0,9,3,4,2,1,2,0,2,1,2,SVP,0,23
2,62.0,9,3,4,2,1,8,0,2,3,2,FDP,1,23
1,42.0,9,0,1,2,2,4,0,2,3,2,SP,1,23
2,54.0,7,3,2,2,1,2,0,4,3,2,FDP,2,27
2,62.0,9,3,2,2,1,2,0,4,4,2,SP,2,23
