sex,age,educ,income,religion,sg1,sg9,sc1,sc7b,pi1,pm3,vp1,vdn1b,pid1
0,40.0,9,5,2,2,0,7,0,4,0,1,FDP,2
1,56.0,9,4,1,2,0,2,0,2,0,1,SP,1
0,65.0,2,1,1,2,0,8,0,4,0,1,SP,2
1,79.0,8,1,4,2,0,8,0,4,0,1,SVP,2
0,63.0,3,2,1,2,0,8,0,2,0,1,FDP,1
1,59.0,9,5,1,2,0,2,0,2,0,1,FDP,2
0,35.0,8,1,4,2,0,4,0,3,0,1,SP,2
0,39.0,9,5,4,2,0,4,0,3,0,1,SP,1
0,64.0,9,4,1,2,0,8,0,2,0,1,SVP,2
1,24.0,9,4,2,2,0,2,0,4,0,1,SP,1
0,34.0,9,1,4,2,0,4,0,2,0,1,SP,2
1,51.0,9,5,4,2,0,2,0,4,0,1,SP,2
0,37.0,9,2,4,2,0,4,0,2,0,1,SVP,2
0,69.0,7,5,4,2,0,8,0,4,0,1,FDP,1
1,28.0,9,1,1,2,0,2,0,1,0,1,FDP,1
0,61.0,9,1,4,2,0,4,0,2,0,1,FDP,1
1,75.0,9,4,4,2,0,8,0,4,0,1,SVP,1
0,27.0,5,3,1,2,0,4,0,2,0,1,SP,2
1,62.0,4,0,1,2,0,8,0,2,0,1,CVP,2
0,71.0,2,4,4,2,0,8,0,2,0,1,SVP,1
0,65.0,9,4,4,2,0,8,0,4,0,1,FDP,1
1,73.0,9,4,4,2,0,8,0,4,0,1,SP,1
0,47.0,7,3,4,2,0,7,0,2,0,1,SP,2
1,32.0,4,3,1,2,0,2,0,2,0,1,FDP,1
0,35.0,9,4,1,2,0,2,0,4,0,1,SP,1
1,43.0,8,3,4,2,0,2,0,2,0,1,FDP,1
1,78.0,5,1,4,2,0,8,0,2,0,1,SVP,2
1,39.0,4,4,4,2,0,2,0,4,0,1,SP,2
1,67.0,8,1,4,2,0,8,0,2,0,1,FDP,1
1,63.0,8,5,1,2,0,8,0,2,0,1,SP,2
0,60.0,9,4,1,2,0,7,0,2,0,1,SP,1
0,62.0,4,5,4,2,0,8,0,4,0,1,SP,2
1,57.0,9,5,4,2,0,2,0,2,0,1,SP,2
1,58.0,3,3,1,2,0,2,0,3,0,1,FDP,1
0,67.0,9,4,4,2,0,8,0,4,0,1,SVP,1
1,30.0,9,5,4,2,0,2,0,2,0,1,SVP,1
1,72.0,9,2,4,2,0,8,0,4,0,1,SP,2
1,44.0,9,3,4,2,0,2,0,2,0,1,FDP,1
1,65.0,1,5,4,2,0,8,0,3,0,1,SP,1
1,69.0,5,5,1,2,0,8,0,4,0,1,FDP,1
0,32.0,9,5,3,2,0,4,0,3,0,1,SP,1
1,23.0,9,4,4,2,0,9,0,2,0,1,SP,1
0,70.0,9,4,4,2,0,2,0,4,0,1,SVP,2
0,38.0,5,5,1,2,0,7,0,3,0,1,SVP,2
0,62.0,9,4,4,2,0,8,0,4,0,1,SP,1
0,35.0,9,0,1,2,0,7,0,4,0,1,SVP,1
0,82.0,4,4,4,2,0,8,0,2,0,1,FDP,1
0,31.0,9,5,1,2,0,7,0,2,0,1,FDP,1
1,63.0,9,5,2,2,0,2,0,2,0,1,SVP,2
1,43.0,9,5,3,2,0,2,0,2,0,1,SVP,2
1,41.0,9,0,4,2,0,2,0,2,0,1,SP,2
0,59.0,9,4,2,2,0,7,0,2,0,1,SP,2
1,34.0,9,0,4,2,0,2,0,2,0,1,FDP,2
1,67.0,5,5,2,2,0,8,0,2,0,1,FDP,1
1,22.0,9,4,4,2,0,2,0,2,0,1,SP,1
1,43.0,9,4,1,2,0,7,0,1,0,1,SP,1
0,22.0,4,3,1,2,0,2,0,4,0,1,SP,2
1,31.0,5,0,4,2,0,2,0,2,0,1,FDP,2
0,54.0,9,5,4,2,0,4,0,2,0,1,SP,1
1,60.0,9,5,4,2,0,1,0,2,0,1,SP,1
0,62.0,9,3,4,2,0,4,0,4,0,1,FDP,2
0,44.0,9,3,4,2,0,4,0,3,0,1,SP,1
1,36.0,5,3,1,2,0,2,0,2,0,1,SP,1
0,40.0,7,2,1,2,0,4,0,2,0,1,SP,2
0,53.0,2,5,4,2,0,4,0,3,0,1,SVP,2
1,55.0,9,4,3,2,0,2,0,2,0,1,SVP,1
0,20.0,9,5,4,2,0,2,0,2,0,1,SVP,2
0,81.0,2,4,3,2,0,8,0,4,0,1,SVP,2
1,67.0,8,5,4,2,0,7,0,2,0,1,SVP,1
0,75.0,2,1,4,2,0,8,0,4,0,1,SVP,2
0,75.0,9,4,4,2,0,8,0,2,0,1,SP,1
0,70.0,0,4,3,2,0,8,0,2,0,1,SVP,1
0,64.0,1,4,4,2,0,8,0,2,0,1,SP,1
1,34.0,9,0,3,2,0,2,0,2,0,1,SP,1
0,45.0,9,4,4,2,0,3,0,3,0,1,SVP,1
0,26.0,4,3,4,2,0,2,0,2,0,1,SVP,2
1,60.0,9,2,4,2,0,2,0,2,0,1,SVP,2
0,48.0,1,4,4,2,0,2,0,4,0,1,SVP,2
0,63.0,3,5,4,2,0,1,0,2,0,1,FDP,1
0,38.0,3,3,4,2,0,2,0,1,0,1,FDP,1
0,53.0,9,0,4,2,0,3,0,4,0,1,FDP,2
0,42.0,9,0,1,2,0,7,0,3,0,1,FDP,2
0,43.0,9,5,4,2,0,7,0,2,0,1,FDP,1
0,30.0,9,5,4,2,0,4,0,3,0,1,SVP,2
0,69.0,2,4,4,2,0,1,0,4,0,1,SVP,1
0,40.0,9,3,4,2,0,4,0,2,0,1,SP,2
0,54.0,9,0,2,2,0,4,0,2,0,1,SVP,1
0,53.0,9,3,4,2,0,4,0,3,0,1,FDP,2
0,38.0,9,0,1,2,0,2,0,2,0,1,SP,2
1,53.0,7,3,2,2,0,2,0,2,0,1,SP,2
0,40.0,9,2,4,2,0,4,0,2,0,1,FDP,2
1,45.0,7,3,2,2,0,2,0,4,0,1,SP,2
0,55.0,4,3,4,2,0,4,0,3,0,1,SP,1
1,34.0,8,0,3,2,0,2,0,4,0,1,FDP,2
1,42.0,7,2,3,2,0,2,0,2,0,1,SVP,2
1,48.0,9,5,1,2,0,2,0,4,0,1,SVP,2
0,66.0,9,4,4,2,0,8,0,2,0,1,SVP,1
0,38.0,9,5,4,2,0,2,0,2,0,1,SVP,2
1,18.0,2,5,4,2,0,5,0,2,0,1,SVP,2
1,31.0,9,5,2,2,0,2,0,2,0,1,SP,2
0,62.0,2,2,4,2,0,4,0,2,0,1,SVP,2
1,40.0,5,3,2,2,0,2,0,4,0,1,SVP,1
1,56.0,5,0,1,2,0,2,0,4,0,1,SP,2
0,39.0,4,4,4,2,0,4,0,2,0,1,SP,2
1,68.0,9,1,4,2,0,8,0,2,0,1,SVP,2
1,43.0,8,3,1,2,0,2,0,4,0,1,FDP,1
1,29.0,5,0,4,2,0,7,0,2,0,1,SVP,2
1,52.0,9,4,3,2,0,1,0,2,0,1,SP,2
1,67.0,9,1,4,2,0,8,0,4,0,1,SP,1
1,54.0,5,0,1,2,0,2,0,4,0,1,SP,2
1,80.0,9,5,4,2,0,8,0,2,0,1,FDP,1
1,41.0,9,0,2,2,0,2,0,4,0,1,SP,1
1,74.0,7,2,4,2,0,8,0,2,0,1,FDP,2
1,62.0,7,3,4,2,0,2,0,2,0,1,FDP,2
0,31.0,1,1,4,2,0,4,0,2,0,1,SVP,2
1,32.0,8,1,4,2,0,2,0,2,0,1,CVP,1
1,35.0,8,0,2,2,0,2,0,2,0,1,SP,2
1,60.0,5,1,4,2,0,1,0,4,0,1,SVP,2
0,69.0,5,5,2,2,0,8,0,2,0,1,SVP,1
0,39.0,9,0,4,2,0,7,0,3,0,1,SP,2
0,63.0,2,5,4,2,0,8,0,3,0,1,FDP,1
0,83.0,3,4,4,2,0,8,0,3,0,1,SVP,2
1,50.0,8,3,1,2,0,2,0,4,0,1,FDP,2
1,74.0,8,4,4,2,0,8,0,4,0,1,SP,2
0,48.0,9,3,4,2,0,2,0,2,0,1,SVP,1
0,68.0,3,2,4,2,0,8,0,4,0,1,SVP,2
1,86.0,9,1,4,2,0,8,0,2,0,1,SVP,2
1,54.0,9,3,4,2,0,2,0,4,0,1,SP,1
0,69.0,2,4,1,2,0,8,0,2,0,1,FDP,1
1,50.0,9,5,2,2,0,2,0,4,0,1,SP,2
0,70.0,9,1,4,2,0,8,0,4,0,1,SP,2
1,49.0,7,3,4,2,0,2,0,4,0,1,FDP,1
0,77.0,8,5,1,2,0,8,0,3,0,1,CVP,1
0,72.0,2,1,1,2,0,8,0,2,0,1,SVP,1
1,42.0,7,2,1,2,0,2,0,4,0,1,SVP,2
0,25.0,9,0,4,2,0,2,0,3,0,1,SVP,2
0,58.0,9,4,4,2,0,1,0,2,0,1,SVP,1
0,33.0,9,0,1,2,0,7,0,3,0,1,SVP,1
0,33.0,9,4,4,2,0,3,0,3,0,1,SVP,1
1,47.0,9,0,4,2,0,2,0,3,0,1,SVP,1
1,35.0,9,3,1,2,0,2,0,2,0,1,SVP,2
1,23.0,9,3,4,2,0,2,0,2,0,1,SVP,2
0,84.0,2,4,1,2,0,8,0,2,0,1,SP,1
1,53.0,9,5,1,2,0,2,0,4,0,1,SP,1
1,51.0,5,3,4,2,0,2,0,2,0,1,SP,2
1,52.0,8,0,1,2,0,2,0,4,0,1,CVP,2
1,36.0,9,0,2,2,0,2,0,4,0,1,SP,2
0,60.0,9,5,1,2,0,4,0,4,0,1,FDP,2
1,52.0,9,0,4,2,0,2,0,4,0,1,SP,2
0,69.0,9,4,4,2,0,8,0,2,0,1,SP,2
0,48.0,2,5,3,2,0,7,0,2,0,1,SP,1
1,70.0,3,1,4,2,0,8,0,2,0,1,EVP,2
1,69.0,2,5,4,2,0,8,0,2,0,1,SVP,1
0,37.0,9,5,1,2,0,7,0,3,0,1,CVP,2
0,69.0,1,5,4,2,0,8,0,4,0,1,SP,1
1,31.0,8,3,1,2,0,2,0,4,0,1,SP,1
0,58.0,9,5,4,2,0,8,0,4,0,1,SP,2
0,31.0,0,2,4,2,0,7,0,2,0,1,SP,2
1,40.0,9,1,4,2,0,2,0,4,0,1,SP,2
1,72.0,9,1,4,2,0,8,0,4,0,1,SVP,2
0,76.0,9,4,1,2,0,8,0,4,0,1,CVP,1
0,50.0,5,3,1,2,0,7,0,4,0,1,SP,2
0,28.0,8,3,1,2,0,7,0,2,0,1,SP,2
1,80.0,4,4,1,2,0,8,0,4,0,1,FDP,1
1,40.0,4,5,1,2,0,7,0,2,0,1,GPS,2
1,44.0,9,0,1,2,0,2,0,4,0,1,FDP,2
0,25.0,4,4,1,2,0,7,0,4,0,1,SP,2
1,20.0,9,3,4,2,0,5,0,4,0,1,SP,2
0,30.0,4,5,2,2,0,2,0,2,0,1,GPS,2
1,46.0,4,5,4,2,0,2,0,2,0,1,FDP,2
1,33.0,8,2,4,2,0,2,0,2,0,1,SP,1
0,39.0,9,5,1,2,0,7,0,2,0,1,SP,2
1,28.0,7,4,1,2,0,5,0,4,0,1,CVP,2
1,36.0,9,5,2,2,0,2,0,2,0,1,GPS,1
0,49.0,4,3,3,2,0,7,0,2,0,1,SP,1
1,45.0,5,0,4,2,0,2,0,3,0,1,FDP,2
0,36.0,9,1,4,2,0,4,0,2,0,1,SVP,2
0,38.0,9,5,4,2,0,3,0,2,0,1,SP,2
0,51.0,3,4,3,2,0,4,0,2,0,1,SVP,1
0,51.0,9,3,2,2,0,7,0,2,0,1,SP,2
1,29.0,9,5,1,2,0,2,0,3,0,1,SVP,1
0,64.0,9,4,1,2,0,8,0,4,0,1,CVP,2
1,25.0,1,0,4,2,0,7,0,2,0,1,SP,1
0,40.0,9,5,1,2,0,4,0,2,0,1,GPS,1
1,52.0,2,5,1,2,0,2,0,2,0,1,CVP,2
0,52.0,9,1,4,2,0,4,0,3,0,1,SP,2
1,24.0,4,5,4,2,0,5,0,2,0,1,SP,2
0,69.0,9,1,1,2,0,8,0,2,0,1,SVP,1
1,54.0,7,3,4,2,0,2,0,4,0,1,FDP,2
1,38.0,4,0,4,2,0,2,0,2,0,1,SP,2
0,51.0,9,3,4,2,0,2,0,2,0,1,SVP,2
0,23.0,4,5,1,2,0,2,0,2,0,1,FDP,2
1,49.0,7,3,2,2,0,2,0,4,0,1,FDP,2
0,47.0,4,3,4,2,0,7,0,2,0,1,FDP,2
0,62.0,9,0,4,2,0,7,0,3,0,1,SP,2
1,43.0,3,0,4,2,0,2,0,4,0,1,SVP,2
0,62.0,2,5,1,2,0,4,0,2,0,1,CVP,1
0,56.0,4,0,1,2,0,2,0,4,0,1,CVP,2
1,64.0,9,5,4,2,0,2,0,4,0,1,SP,2
0,39.0,9,5,1,2,0,7,0,2,0,1,CVP,1
0,72.0,9,5,4,2,0,8,0,2,0,1,SVP,2
1,53.0,9,4,4,2,0,2,0,4,0,1,SP,2
1,70.0,9,5,4,2,0,8,0,4,0,1,FDP,2
1,26.0,5,5,4,2,0,2,0,2,0,1,FDP,1
0,80.0,7,4,2,2,0,8,0,2,0,1,FDP,2
1,58.0,5,4,2,2,0,9,0,2,0,1,SP,2
1,71.0,9,4,4,2,0,8,0,4,0,1,SP,2
0,74.0,3,5,4,2,0,8,0,2,0,1,SP,1
0,39.0,7,3,2,2,0,2,0,2,0,1,SP,1
1,25.0,7,3,1,2,0,2,0,4,0,1,GPS,2
0,50.0,9,3,4,2,0,7,0,3,0,1,FDP,1
0,28.0,3,1,4,2,0,4,0,2,0,1,SP,1
0,32.0,3,0,1,2,0,2,0,2,0,1,SP,1
0,68.0,9,1,4,2,0,8,0,4,0,1,SVP,1
1,69.0,9,4,1,2,0,8,0,4,0,1,SP,2
1,86.0,7,0,4,2,0,8,0,2,0,1,SVP,2
1,51.0,7,3,2,2,0,7,0,4,0,1,SP,2
1,24.0,7,4,2,2,0,5,0,4,0,1,GPS,2
1,41.0,9,0,1,2,0,2,0,4,0,1,SVP,2
1,41.0,9,3,2,2,0,2,0,2,0,1,FDP,1
1,42.0,8,0,4,2,0,2,0,2,0,1,FDP,2
0,49.0,5,5,1,2,0,4,0,3,0,1,FDP,1
0,55.0,5,5,1,2,0,2,0,2,0,1,CVP,2
1,34.0,9,0,2,2,0,2,0,4,0,1,SVP,1
0,71.0,2,4,1,2,0,8,0,2,0,1,CVP,1
0,84.0,4,4,4,2,0,8,0,4,0,1,FDP,2
1,72.0,9,5,1,2,0,8,0,2,0,1,CVP,2
1,70.0,8,4,1,2,0,8,0,1,0,1,SP,1
1,39.0,5,2,1,2,0,2,0,2,0,1,FDP,2
1,39.0,3,3,4,2,0,2,0,4,0,1,SVP,2
1,44.0,9,5,2,2,0,2,0,3,0,1,EVP,1
1,43.0,9,2,4,2,0,2,0,4,0,1,GPS,1
0,22.0,9,4,1,2,0,2,0,2,0,1,SVP,1
1,53.0,5,3,4,2,0,2,0,2,0,1,SVP,2
0,29.0,9,3,4,2,0,2,0,2,0,1,SVP,1
1,59.0,4,5,4,2,0,1,0,4,0,1,SP,1
1,18.0,2,0,1,2,0,5,0,2,0,1,FDP,1
0,55.0,9,3,2,2,0,7,0,2,0,1,FDP,1
0,42.0,7,5,4,2,0,7,0,2,0,1,GPS,2
0,45.0,9,5,4,2,0,4,0,2,0,1,GPS,2
0,46.0,9,0,4,2,0,4,0,2,0,1,FDP,1
1,23.0,4,2,2,2,0,5,0,2,0,1,SP,1
1,22.0,4,2,1,2,0,5,0,2,0,1,SP,2
1,65.0,7,3,1,2,0,8,0,2,0,1,FDP,2
0,78.0,9,4,4,2,0,8,0,2,0,1,CVP,1
0,46.0,3,3,1,2,0,6,0,2,0,1,SP,2
1,30.0,8,0,1,2,0,3,0,3,0,1,SVP,1
0,59.0,4,2,2,2,0,3,0,1,0,1,SVP,1
1,43.0,9,3,1,2,0,2,0,2,0,1,CVP,1
1,32.0,7,3,2,2,0,2,0,2,0,1,FDP,2
0,47.0,2,4,1,2,0,7,0,3,0,1,SVP,1
0,59.0,3,3,4,2,0,7,0,4,0,1,EVP,2
1,59.0,9,1,4,2,0,2,0,4,0,1,SVP,2
0,61.0,9,1,4,2,0,7,0,2,0,1,SP,1
1,66.0,9,1,1,2,0,8,0,2,0,1,CVP,1
1,43.0,8,5,1,2,0,2,0,2,0,1,SVP,1
0,41.0,9,5,4,2,0,7,0,2,0,1,SVP,1
1,31.0,9,5,1,2,0,2,0,4,0,1,SVP,2
1,70.0,7,3,1,2,0,7,0,4,0,1,FDP,2
0,46.0,9,5,4,2,0,7,0,2,0,1,SVP,1
1,31.0,8,5,1,2,0,2,0,3,0,1,CVP,1
0,32.0,9,5,1,1,0,7,0,2,0,1,SVP,1
1,26.0,7,5,1,1,0,2,0,2,0,1,SP,2
0,57.0,4,5,1,1,0,4,0,2,0,1,CVP,2
1,32.0,9,5,1,1,0,2,0,2,0,1,SP,2
1,25.0,7,4,2,2,0,5,0,4,0,1,GPS,2
1,34.0,9,5,1,1,0,2,0,2,0,1,CVP,2
1,47.0,9,5,1,1,0,2,0,3,0,1,CVP,2
1,75.0,0,4,1,1,0,6,0,4,0,1,CVP,1
0,45.0,3,5,1,1,0,4,0,3,0,1,SP,1
0,27.0,9,5,4,1,0,4,0,1,0,1,SP,1
0,37.0,9,1,3,1,0,7,0,2,0,1,CVP,2
0,39.0,9,0,1,1,0,7,0,3,0,1,SP,2
1,78.0,0,1,4,1,0,8,0,4,0,1,FDP,2
0,55.0,2,4,1,1,0,4,0,1,0,1,CVP,1
1,42.0,7,3,1,1,0,2,0,2,0,1,CVP,2
1,66.0,2,4,1,1,0,8,0,2,0,1,SP,1
1,30.0,9,3,1,1,0,2,0,2,0,1,SP,1
1,42.0,7,5,1,1,0,2,0,2,0,1,SP,1
1,64.0,5,1,1,1,0,7,0,4,0,1,SP,1
0,30.0,9,3,4,1,0,4,0,2,0,1,CVP,1
1,37.0,7,0,1,1,0,2,0,2,0,1,SP,1
1,32.0,9,5,1,1,0,2,0,2,0,1,CVP,1
1,52.0,9,3,1,1,0,2,0,4,0,1,CVP,2
1,65.0,2,4,1,1,0,8,0,2,0,1,CVP,2
0,73.0,2,4,1,1,0,8,0,4,0,1,CVP,2
0,57.0,2,4,1,1,0,7,0,3,0,1,CVP,2
1,52.0,9,1,1,1,0,2,0,2,0,1,CVP,2
1,73.0,2,4,1,1,0,8,0,4,0,1,CVP,2
1,39.0,5,5,2,1,0,2,0,4,0,1,CVP,2
1,36.0,9,1,1,1,0,2,0,2,0,1,CVP,1
0,71.0,9,1,1,1,0,8,0,4,0,1,CVP,2
1,25.0,9,5,1,1,0,2,0,2,0,1,CVP,2
1,47.0,1,4,1,1,0,2,0,2,0,1,CVP,2
1,25.0,9,3,1,1,0,7,0,2,0,1,SP,1
1,30.0,9,5,1,1,0,2,0,2,0,1,CVP,1
0,37.0,2,0,4,1,0,4,0,3,0,1,SP,2
0,63.0,9,4,4,1,0,7,0,2,0,1,SP,1
0,42.0,7,3,1,1,0,4,0,2,0,1,CVP,2
0,27.0,8,1,4,2,0,4,0,2,0,1,SP,1
1,35.0,5,0,1,2,0,2,0,4,0,1,SP,2
1,75.0,3,4,4,2,0,8,0,2,0,1,FDP,2
1,44.0,7,0,4,2,0,2,0,2,0,1,EVP,1
1,36.0,5,5,4,2,0,2,0,4,0,1,FDP,2
0,58.0,1,5,4,2,0,4,0,3,0,1,SVP,1
0,36.0,9,5,4,1,0,7,0,2,0,1,SP,2
0,26.0,8,0,1,1,0,7,0,2,0,1,FDP,1
1,37.0,5,5,4,1,0,2,0,3,0,1,SP,2
1,23.0,9,5,1,3,0,5,0,2,0,1,CVP,2
1,32.0,4,5,4,1,0,2,0,2,0,1,SP,2
0,46.0,4,0,1,1,0,7,0,4,0,1,SP,2
0,35.0,4,3,1,1,0,7,0,3,0,1,SP,2
0,60.0,3,5,1,1,0,7,0,2,0,1,CVP,2
0,43.0,7,4,3,1,0,7,0,4,0,1,CVP,1
0,36.0,3,3,4,1,0,7,0,2,0,1,SP,2
0,24.0,4,5,1,1,0,5,0,2,0,1,CVP,1
0,32.0,7,1,3,1,0,2,0,4,0,1,SP,2
0,55.0,9,5,4,1,0,2,0,2,0,1,SP,1
1,40.0,7,3,4,1,0,2,0,2,0,1,FDP,1
1,45.0,7,1,1,1,0,2,0,2,0,1,CVP,2
1,45.0,1,4,2,1,0,2,0,3,0,1,FDP,2
1,68.0,5,5,1,1,0,7,0,2,0,1,FDP,2
0,77.0,8,1,4,1,0,8,0,2,0,1,SP,1
1,56.0,9,1,4,1,0,2,0,3,0,1,SP,1
0,52.0,9,4,4,1,0,7,0,2,0,1,FDP,1
0,23.0,5,2,4,1,0,5,0,2,0,1,FDP,2
1,44.0,9,0,1,1,0,2,0,2,0,1,FDP,2
1,50.0,8,3,1,1,0,2,0,2,0,1,FDP,1
0,25.0,7,5,4,1,0,2,0,1,0,1,FDP,1
0,34.0,3,3,4,1,0,2,0,4,0,1,SVP,1
1,41.0,9,0,1,1,0,2,0,2,0,1,FDP,1
1,48.0,0,2,4,1,0,2,0,2,0,1,FDP,2
0,31.0,9,4,3,1,0,3,0,2,0,1,CVP,2
1,53.0,9,0,2,1,0,2,0,2,0,1,SP,2
1,53.0,5,1,4,1,0,2,0,2,0,1,FDP,2
0,71.0,9,4,4,1,0,8,0,2,0,1,SP,2
0,39.0,9,5,4,1,0,7,0,2,0,1,SVP,1
0,40.0,2,4,4,1,0,2,0,2,0,1,CVP,2
1,30.0,5,0,1,1,0,2,0,2,0,1,SP,1
0,71.0,2,4,4,1,0,8,0,2,0,1,SP,2
1,58.0,8,5,4,1,0,2,0,2,0,1,SP,2
0,44.0,9,3,2,1,0,2,0,2,0,1,FDP,1
1,34.0,9,3,4,1,0,2,0,2,0,1,GPS,2
0,49.0,7,3,2,1,0,2,0,2,0,1,FDP,2
1,33.0,8,3,4,1,0,2,0,2,0,1,FDP,2
0,59.0,7,5,1,1,0,8,0,2,0,1,FDP,2
1,53.0,9,5,3,1,0,2,0,4,0,1,SP,2
0,64.0,3,2,4,1,0,8,0,2,0,1,FDP,2
1,58.0,2,1,1,1,0,8,0,3,0,1,FDP,2
0,47.0,3,0,1,1,0,4,0,4,0,1,FDP,2
1,40.0,8,3,1,1,0,2,0,4,0,1,CVP,2
0,45.0,9,3,1,1,0,7,0,4,0,1,SP,2
0,51.0,9,4,1,1,0,4,0,2,0,1,SP,2
1,45.0,2,2,1,1,0,2,0,4,0,1,FDP,2
0,55.0,1,4,1,1,0,7,0,2,0,1,CVP,1
1,45.0,9,5,1,1,0,2,0,3,0,1,CVP,1
0,56.0,8,5,1,1,0,4,0,2,0,1,CVP,2
0,34.0,4,3,1,1,0,4,0,2,0,1,FDP,2
1,57.0,9,5,1,1,0,2,0,1,0,1,SVP,1
0,46.0,8,2,4,1,0,7,0,4,0,1,CVP,1
1,56.0,8,0,1,1,0,2,0,3,0,1,SP,2
0,48.0,4,0,4,1,0,4,0,2,0,1,SP,1
1,36.0,9,0,4,1,0,2,0,2,0,1,FDP,1
0,63.0,2,3,4,1,0,8,0,2,0,1,FDP,2
0,27.0,4,4,4,1,0,4,0,3,0,1,FDP,2
0,33.0,3,3,4,1,0,7,0,2,0,1,FDP,2
1,34.0,9,1,4,1,0,2,0,2,0,1,FDP,2
0,39.0,9,1,4,1,0,2,0,2,0,1,FDP,2
0,30.0,2,5,1,1,0,4,0,3,0,1,FDP,1
1,21.0,9,0,1,1,0,2,0,2,0,1,SP,1
0,63.0,2,4,1,1,0,8,0,1,0,1,SP,1
1,40.0,9,1,4,1,0,2,0,2,0,1,FDP,2
1,74.0,9,4,1,1,0,8,0,2,0,1,FDP,1
0,33.0,3,1,4,1,0,4,0,2,0,1,SP,2
0,66.0,9,4,4,1,0,8,0,2,0,1,FDP,1
1,44.0,9,5,4,1,0,2,0,2,0,1,SP,2
0,56.0,7,5,2,1,0,2,0,3,0,1,SP,2
0,23.0,7,4,1,1,0,7,0,2,0,1,CVP,2
0,62.0,2,1,4,1,0,8,0,2,0,1,FDP,1
1,23.0,4,4,1,1,0,7,0,4,0,1,FDP,1
1,77.0,1,4,1,1,0,7,0,2,0,1,SP,2
0,62.0,3,1,4,1,0,8,0,2,0,1,SP,1
0,65.0,9,2,1,1,0,8,0,2,0,1,FDP,1
0,67.0,4,4,1,1,0,1,0,4,0,1,CVP,2
0,25.0,7,4,4,1,0,9,0,2,0,1,SP,1
0,42.0,8,3,1,1,0,7,0,4,0,1,SP,2
0,72.0,3,4,1,1,0,8,0,3,0,1,CVP,2
0,56.0,2,0,1,1,0,7,0,2,0,1,SP,1
0,77.0,1,4,1,1,0,8,0,4,0,1,CVP,1
1,45.0,9,1,4,1,0,2,0,3,0,1,SP,2
1,54.0,7,3,3,1,0,2,0,2,0,1,FDP,2
0,65.0,2,1,4,1,0,8,0,2,0,1,FDP,2
0,54.0,5,3,4,1,0,7,0,2,0,1,FDP,2
0,24.0,4,4,4,1,0,5,0,3,0,1,CVP,2
1,67.0,9,1,2,1,0,2,0,2,0,1,FDP,2
1,28.0,7,2,1,1,0,2,0,2,0,1,FDP,1
1,22.0,2,2,1,1,0,5,0,4,0,1,SP,1
0,83.0,8,5,4,1,0,8,0,2,0,1,FDP,2
0,31.0,3,4,4,1,0,7,0,2,0,1,SP,2
0,65.0,4,4,1,1,0,8,0,4,0,1,CVP,2
0,61.0,2,4,1,1,0,8,0,3,0,1,CVP,2
1,39.0,9,1,1,1,0,2,0,2,0,1,SP,2
1,19.0,2,2,1,2,0,5,0,2,0,1,CVP,2
1,29.0,5,0,2,2,0,2,0,2,0,1,SVP,2
0,72.0,9,2,1,2,0,7,0,2,0,1,SVP,2
1,70.0,5,0,3,2,0,8,0,4,0,1,FDP,2
0,64.0,2,0,1,2,0,8,0,2,0,1,SP,1
1,38.0,9,1,1,1,0,7,0,2,0,1,SP,2
0,59.0,3,0,1,1,0,2,0,4,0,1,FDP,2
0,52.0,9,3,1,1,0,4,0,2,0,1,FDP,1
0,71.0,2,5,1,1,0,8,0,2,0,1,CVP,1
0,36.0,9,3,4,1,0,4,0,2,0,1,CVP,2
0,29.0,9,5,1,1,0,2,0,2,0,1,SP,2
0,54.0,2,5,1,1,0,7,0,3,0,1,CVP,1
0,73.0,2,4,4,1,0,8,0,3,0,1,FDP,2
1,38.0,9,1,4,1,0,9,0,4,0,1,SP,2
0,63.0,9,4,4,1,0,8,0,2,0,1,FDP,1
1,80.0,7,2,1,1,0,8,0,2,0,1,FDP,1
1,76.0,7,4,4,1,0,8,0,2,0,1,SVP,1
0,36.0,9,5,4,1,0,2,0,2,0,1,FDP,2
1,46.0,2,3,4,1,0,2,0,4,0,1,FDP,2
0,31.0,9,0,1,1,0,2,0,2,0,1,FDP,1
1,70.0,8,2,4,1,0,8,0,2,0,1,FDP,1
0,42.0,2,1,1,1,0,4,0,1,0,1,FDP,1
1,33.0,0,5,1,1,0,2,0,2,0,1,FDP,1
1,63.0,7,3,4,1,0,2,0,2,0,1,FDP,1
1,83.0,8,0,1,1,0,8,0,4,0,1,CVP,2
0,73.0,8,4,4,1,0,8,0,2,0,1,SP,2
0,68.0,9,5,4,1,0,8,0,2,0,1,FDP,2
1,44.0,7,3,4,1,0,2,0,2,0,1,FDP,2
0,64.0,9,1,4,1,0,8,0,3,0,1,FDP,2
0,39.0,9,2,4,1,0,3,0,4,0,1,SVP,2
0,29.0,4,3,1,1,0,2,0,2,0,1,FDP,1
0,51.0,5,0,4,1,0,2,0,2,0,1,FDP,2
0,54.0,1,2,4,1,0,2,0,4,0,1,FDP,1
1,36.0,9,1,1,1,0,2,0,2,0,1,SP,2
1,42.0,9,0,1,1,0,2,0,2,0,1,SP,2
1,70.0,9,5,4,1,0,8,0,2,0,1,SP,2
1,36.0,5,0,4,1,0,2,0,2,0,1,FDP,2
0,69.0,1,4,4,1,0,8,0,2,0,1,FDP,1
